tourney_date,surface,winner_name,loser_name
20250625,Hard,Alexander Blockx,Timofey Skatov
20250625,Hard,Oliver Tarvet,Alexis Galarneau
20250625,Hard,Yosuke Watanuki,Colton Smith
20250625,Hard,August Holmgren,Mikhail Kukushkin
20250625,Hard,Alex Bolt,Eliot Spizzirri
20250625,Hard,Beibit Zhukayev,Yannick Hanfmann
20250625,Hard,Luka Pavlovic,James Trotter
20250625,Hard,James McCabe,Roman Andres Burruchaga
20250625,Hard,Martin Landaluce,Ryan Peniston
20250625,Hard,Titouan Droguet,Taro Daniel
20250625,Hard,Marton Fucsovics,Zachary Svajda
20250625,Hard,Valentin Royer,Yasutaka Uchiyama
20250625,Hard,Arthur Cazaux,Ugo Blanchet
20250625,Hard,Li Tu,Sho Shimabukuro
20250625,Hard,Cristian Garin,Hady Habib
20250625,Hard,Benjamin Hassan,Tristan Schoolkate
20250625,Hard,Chris Rodesch,Mark Lajal
20250625,Hard,Dusan Lajovic,Arthur Bouquier
20250625,Hard,Dominic Stricker,Emilio Nava
20250625,Hard,Giulio Zeppieri,Paul Jubb
20250625,Hard,Adrian Mannarino,Nicolai Budkov Kjaer
20250625,Hard,Nicolas Jarry,Jozef Kovalik
20250625,Hard,Filip Misolic,Gauthier Onclin
20250625,Hard,Shintaro Mochizuki,Felipe Meligeni Alves
20250625,Hard,Kyrian Jacquet,Vilius Gaubas
20250625,Hard,Jaime Faria,Marco Trungelliti
20250625,Hard,Lukas Klein,Dalibor Svrcina
20250625,Hard,Juan Pablo Ficovich,Oliver Bonding
20250625,Hard,Nikoloz Basilashvili,Chak Lam Coleman Wong
20250626,Hard,James McCabe,Tomas Barrios Vera
20250626,Hard,Oliver Tarvet,Alexander Blockx
20250626,Hard,Alex Bolt,Martin Landaluce
20250626,Hard,Beibit Zhukayev,Luka Pavlovic
20250626,Hard,Giulio Zeppieri,Cristian Garin
20250626,Hard,Arthur Cazaux,Dusan Lajovic
20250626,Hard,Valentin Royer,Titouan Droguet
20250626,Hard,Adrian Mannarino,Li Tu
20250626,Hard,Leandro Riedi,Hamish Stewart
20250626,Hard,Filip Misolic,Benjamin Hassan
20250626,Hard,August Holmgren,Yosuke Watanuki
20250626,Hard,Chris Rodesch,Marton Fucsovics
20250626,Hard,Nikoloz Basilashvili,Juan Pablo Ficovich
20250626,Hard,Nicolas Jarry,Lukas Klein
20250626,Hard,Shintaro Mochizuki,Dominic Stricker
20250626,Hard,Jaime Faria,Kyrian Jacquet
20250630,Hard,Oliver Tarvet,Leandro Riedi
20250630,Hard,Adrian Mannarino,Christopher O'Connell
20250630,Hard,Jordan Thompson,Vit Kopriva
20250630,Hard,Learner Tien,Nishesh Basavareddy
20250630,Hard,Mattia Bellucci,Oliver Crawford
20250630,Hard,Jiri Lehecka,Hugo Dellien
20250630,Hard,Frances Tiafoe,Elmer Moller
20250630,Hard,Benjamin Bonzi,Daniil Medvedev
20250630,Hard,Cameron Norrie,Roberto Bautista Agut
20250630,Hard,Arthur Fery,Alexei Popyrin
20250630,Hard,Lloyd Harris,Zizou Bergs
20250630,Hard,Nicolas Jarry,Holger Rune
20250630,Hard,Valentin Royer,Stefanos Tsitsipas
20250630,Hard,Carlos Alcaraz,Fabio Fognini
20250630,Hard,Luciano Darderi,Roman Safiullin
20250630,Hard,Nuno Borges,Francisco Cerundolo
20250630,Hard,Felix Auger-Aliassime,James Duckworth
20250630,Hard,Joao Fonseca,Jacob Fearnley
20250630,Hard,Ethan Quinn,Henry Searle
20250630,Hard,Billy Harris,Dusan Lajovic
20250630,Hard,Karen Khachanov,Mackenzie McDonald
20250630,Hard,Cristian Garin,Chris Rodesch
20250630,Hard,Andrey Rublev,Laslo Djere
20250630,Hard,Jan-Lennard Struff,Filip Misolic
20250630,Hard,Kamil Majchrzak,Matteo Berrettini
20250630,Hard,Alejandro Davidovich Fokina,Brandon Holt
20250630,Hard,Jenson Brooksby,Tallon Griekspoor
20250630,Hard,Gabriel Diallo,Daniel Altmaier
20250701,Hard,Lorenzo Sonego,Jaime Faria
20250701,Hard,Arthur Cazaux,Adam Walton
20250701,Hard,Alex de Minaur,Roberto Carballes Baena
20250701,Hard,Miomir Kecmanovic,Alex Michelsen
20250701,Hard,Aleksandar Vukic,Chun-Hsin Tseng
20250701,Hard,Tommy Paul,Johannus Monday
20250701,Hard,Fabian Marozsan,James McCabe
20250701,Hard,Nikoloz Basilashvili,Lorenzo Musetti
20250701,Hard,Jesper de Jong,Christopher Eubanks
20250701,Hard,Mariano Navone,Denis Shapovalov
20250701,Hard,Jaume Munar,Alexander Bublik
20250701,Hard,Jannik Sinner,Luca Nardi
20250701,Hard,Sebastian Ofner,Hamad Medjedovic
20250701,Hard,Botic Van De Zandschulp,Matteo Arnaldi
20250701,Hard,Pedro Martinez,George Loffhagen
20250701,Hard,Daniel Evans,Jay Clarke
20250701,Hard,Shintaro Mochizuki,Giulio Zeppieri
20250701,Hard,Corentin Moutet,Francisco Comesana
20250701,Hard,Taylor Fritz,Giovanni Mpetshi Perricard
20250701,Hard,August Holmgren,Quentin Halys
20250701,Hard,Tomas Machac,Damir Dzumhur
20250701,Hard,Arthur Rinderknech,Alexander Zverev
20250701,Hard,Flavio Cobolli,Beibit Zhukayev
20250701,Hard,Jakub Mensik,Hugo Gaston
20250701,Hard,Marin Cilic,Raphael Collignon
20250701,Hard,Ben Shelton,Alex Bolt
20250701,Hard,Reilly Opelka,Aleksandr Shevchenko
20250701,Hard,Gael Monfils,Ugo Humbert
20250701,Hard,Marton Fucsovics,Aleksandar Kovacevic
20250701,Hard,Grigor Dimitrov,Yoshihito Nishioka
20250701,Hard,Rinky Hijikata,David Goffin
20250701,Hard,Jack Pinnington Jones,Tomas Martin Etcheverry
20250701,Hard,Jack Draper,Sebastian Baez
20250701,Hard,Marcos Giron,Camilo Ugo Carabelli
20250701,Hard,Novak Djokovic,Alexandre Muller
20250702,Hard,Joao Fonseca,Jenson Brooksby
20250702,Hard,Cameron Norrie,Frances Tiafoe
20250702,Hard,Adrian Mannarino,Valentin Royer
20250702,Hard,Nicolas Jarry,Learner Tien
20250702,Hard,Karen Khachanov,Shintaro Mochizuki
20250702,Hard,Andrey Rublev,Lloyd Harris
20250702,Hard,Nuno Borges,Billy Harris
20250702,Hard,Brandon Nakashima,Bu Yunchaokete
20250702,Hard,Carlos Alcaraz,Oliver Tarvet
20250702,Hard,Jordan Thompson,Benjamin Bonzi
20250702,Hard,Mattia Bellucci,Jiri Lehecka
20250702,Hard,Kamil Majchrzak,Ethan Quinn
20250702,Hard,Taylor Fritz,Gabriel Diallo
20250703,Hard,Flavio Cobolli,Jack Pinnington Jones
20250703,Hard,Miomir Kecmanovic,Jesper de Jong
20250703,Hard,Jakub Mensik,Marcos Giron
20250703,Hard,Alex de Minaur,Arthur Cazaux
20250703,Hard,Grigor Dimitrov,Corentin Moutet
20250703,Hard,Alejandro Davidovich Fokina,Botic Van De Zandschulp
20250703,Hard,Jaume Munar,Fabian Marozsan
20250703,Hard,Jan-Lennard Struff,Felix Auger-Aliassime
20250703,Hard,Arthur Rinderknech,Cristian Garin
20250703,Hard,Novak Djokovic,Daniel Evans
20250703,Hard,August Holmgren,Tomas Machac
20250703,Hard,Luciano Darderi,Arthur Fery
20250703,Hard,Pedro Martinez,Mariano Navone
20250703,Hard,Brandon Nakashima,Reilly Opelka
20250703,Hard,Sebastian Ofner,Tommy Paul
20250703,Hard,Marin Cilic,Jack Draper
20250703,Hard,Lorenzo Sonego,Nikoloz Basilashvili
20250703,Hard,Jannik Sinner,Aleksandar Vukic
20250704,Hard,Marton Fucsovics,Gael Monfils
20250704,Hard,Ben Shelton,Rinky Hijikata
20250704,Hard,Taylor Fritz,Alejandro Davidovich Fokina
20250704,Hard,Andrey Rublev,Adrian Mannarino
20250704,Hard,Cameron Norrie,Mattia Bellucci
20250704,Hard,Jordan Thompson,Luciano Darderi
20250704,Hard,Kamil Majchrzak,Arthur Rinderknech
20250704,Hard,Nicolas Jarry,Joao Fonseca
20250704,Hard,Karen Khachanov,Nuno Borges
20250704,Hard,Carlos Alcaraz,Jan-Lennard Struff
20250705,Hard,Flavio Cobolli,Jakub Mensik
20250705,Hard,Jannik Sinner,Pedro Martinez
20250705,Hard,Grigor Dimitrov,Sebastian Ofner
20250705,Hard,Lorenzo Sonego,Brandon Nakashima
20250705,Hard,Alex de Minaur,August Holmgren
20250705,Hard,Marin Cilic,Jaume Munar
20250705,Hard,Ben Shelton,Marton Fucsovics
20250705,Hard,Novak Djokovic,Miomir Kecmanovic
20250706,Hard,Karen Khachanov,Kamil Majchrzak
20250706,Hard,Taylor Fritz,Jordan Thompson
20250706,Hard,Cameron Norrie,Nicolas Jarry
20250706,Hard,Carlos Alcaraz,Andrey Rublev
20250707,Hard,Flavio Cobolli,Marin Cilic
20250707,Hard,Novak Djokovic,Alex de Minaur
20250707,Hard,Ben Shelton,Lorenzo Sonego
20250707,Hard,Jannik Sinner,Grigor Dimitrov
20250708,Hard,Taylor Fritz,Karen Khachanov
20250708,Hard,Carlos Alcaraz,Cameron Norrie
20250709,Hard,Jannik Sinner,Ben Shelton
20250709,Hard,Novak Djokovic,Flavio Cobolli
20250711,Hard,Carlos Alcaraz,Taylor Fritz
20250711,Hard,Jannik Sinner,Novak Djokovic
20250713,Hard,Jannik Sinner,Carlos Alcaraz
20250624,Hard,Rebeka Masarova,Alina Korneeva
20250624,Hard,Leyre Romero Gormaz,Katie Swan
20250624,Hard,Solana Sierra,Tessah Andrianjafitrimo
20250624,Hard,Talia Gibson,Andrea Lazaro Garcia
20250624,Hard,Alina Charaeva,Mona Barthel
20250624,Hard,Emerson Jones,Antonia Ruzic
20250624,Hard,Patricia Maria Tig,Kayla Cross
20250624,Hard,Robin Montgomery,Hanne Vandewinkel
20250624,Hard,Joanna Garland,Maria Lourdes Carle
20250624,Hard,Renata Jamrichova,Tamara Korpatsch
20250624,Hard,Bianca Andreescu,Laura Pigossi
20250624,Hard,Carson Branstine,Lois Boisson
20250624,Hard,Arianne Hartono,Tamara Zidansek
20250624,Hard,Lola Radivojevic,Hanna Chang
20250624,Hard,Nina Stojanovic,Susan Bandecchi
20250624,Hard,Diane Parry,Oleksandra Oliynykova
20250624,Hard,Wang Xiyu,Kristina Dmitruk
20250624,Hard,Darja Semenistaja,Ella McDonald
20250624,Hard,Raluka Serban,Maja Chwalinska
20250624,Hard,Daria Snigur,Berfu Cengiz
20250624,Hard,Destanee Aiava,Petra Marcinko
20250624,Hard,Priscilla Hon,Elena Pridankina
20250624,Hard,Valentina Ryser,Astra Sharma
20250624,Hard,Petra Martic,Maddison Inglis
20250624,Hard,Panna Udvardy,Daria Saville
20250624,Hard,Leonie Kung,Guiomar Maristany Zuleta De Reales
20250624,Hard,Iryna Shymanovich,Amelia Rajecki
20250624,Hard,Selena Janicijevic,Erika Andreeva
20250624,Hard,Kaja Juvan,Kyoka Okamura
20250624,Hard,Jana Fett,Wei Sijia
20250624,Hard,Hina Inoue,Sofia Costoulas
20250624,Hard,Anouk Koevermans,Jessika Ponchet
20250624,Hard,Victoria Mboko,Nao Hibino
20250624,Hard,Celine Naef,Chloe Paquet
20250624,Hard,Zhang Shuai,Lauren Davis
20250624,Hard,Kathinka von Deichmann,Sayaka Ishii
20250624,Hard,Whitney Osuigwe,Sinja Kraus
20250624,Hard,Taylor Townsend,Louisa Chirico
20250624,Hard,Lanlana Tararudee,Manon Leonard
20250624,Hard,Emily Appleton,Simona Waltert
20250624,Hard,Aliaksandra Sasnovich,Carlota Martinez Cirez
20250624,Hard,Veronika Erjavec,Leolia Jeanjean
20250624,Hard,Ana Bogdan,Ekaterina Makarova
20250624,Hard,Oksana Selekhmeteva,Yuriko Lily Miyazaki
20250624,Hard,Barbora Palicova,Jazmin Ortenzi
20250624,Hard,Jule Niemeier,Mai Hontama
20250624,Hard,Anastasia Zakharova,Lizette Cabrera
20250624,Hard,Ella Seidel,Kayla Day
20250624,Hard,Mariam Bolkvadze,Varvara Lepchenko
20250624,Hard,Katarzyna Kawa,Ranah Stoiber
20250624,Hard,Lucrezia Stefanini,Mihaela Buzarnescu
20250624,Hard,Gabriela Knutson,Rebecca Marino
20250624,Hard,Marina Bassols Ribera,Sara Saito
20250624,Hard,Arina Rodionova,Gao Xinyu
20250624,Hard,Victoria Jimenez Kasintseva,Nuria Brancaccio
20250624,Hard,Elsa Jacquemot,Miriam Bulgaru
20250624,Hard,Linda Fruhvirtova,Lea Boskovic
20250624,Hard,Amarni Banks,Julia Grabher
20250624,Hard,Julia Riera,Taylah Preston
20250624,Hard,Ena Shibahara,Stefanie Voegele
20250624,Hard,Iva Jovic,Linda Klimovicova
20250624,Hard,Nuria Parrizas Diaz,Justina Mikulskyte
20250624,Hard,Tereza Valentova,Maria Mateas
20250624,Hard,Alize Cornet,Katy Dunne
20250625,Hard,Talia Gibson,Arianne Hartono
20250625,Hard,Solana Sierra,Leyre Romero Gormaz
20250625,Hard,Diane Parry,Alina Charaeva
20250625,Hard,Emerson Jones,Lola Radivojevic
20250625,Hard,Kaja Juvan,Anouk Koevermans
20250625,Hard,Carson Branstine,Bianca Andreescu
20250625,Hard,Robin Montgomery,Patricia Maria Tig
20250625,Hard,Raluka Serban,Wang Xiyu
20250625,Hard,Petra Martic,Selena Janicijevic
20250625,Hard,Celine Naef,Mariam Bolkvadze
20250625,Hard,Joanna Garland,Renata Jamrichova
20250625,Hard,Priscilla Hon,Leonie Kung
20250625,Hard,Panna Udvardy,Destanee Aiava
20250625,Hard,Victoria Mboko,Valentina Ryser
20250625,Hard,Tereza Valentova,Lucrezia Stefanini
20250625,Hard,Elsa Jacquemot,Arina Rodionova
20250625,Hard,Taylor Townsend,Hina Inoue
20250625,Hard,Ella Seidel,Jule Niemeier
20250625,Hard,Nina Stojanovic,Rebeka Masarova
20250625,Hard,Katarzyna Kawa,Amarni Banks
20250625,Hard,Anastasia Zakharova,Ana Bogdan
20250625,Hard,Iva Jovic,Julia Riera
20250625,Hard,Jana Fett,Daria Snigur
20250625,Hard,Darja Semenistaja,Iryna Shymanovich
20250625,Hard,Ena Shibahara,Marina Bassols Ribera
20250625,Hard,Zhang Shuai,Whitney Osuigwe
20250625,Hard,Veronika Erjavec,Kathinka von Deichmann
20250625,Hard,Alize Cornet,Victoria Jimenez Kasintseva
20250625,Hard,Aliaksandra Sasnovich,Oksana Selekhmeteva
20250625,Hard,Emily Appleton,Barbora Palicova
20250625,Hard,Lanlana Tararudee,Gabriela Knutson
20250625,Hard,Linda Fruhvirtova,Nuria Parrizas Diaz
20250626,Hard,Kaja Juvan,Robin Montgomery
20250626,Hard,Diane Parry,Emerson Jones
20250626,Hard,Talia Gibson,Solana Sierra
20250626,Hard,Carson Branstine,Raluka Serban
20250626,Hard,Anastasia Zakharova,Tereza Valentova
20250626,Hard,Taylor Townsend,Celine Naef
20250626,Hard,Iva Jovic,Katarzyna Kawa
20250626,Hard,Ella Seidel,Jana Fett
20250626,Hard,Priscilla Hon,Victoria Mboko
20250626,Hard,Zhang Shuai,Lanlana Tararudee
20250626,Hard,Linda Fruhvirtova,Ena Shibahara
20250626,Hard,Elsa Jacquemot,Alize Cornet
20250626,Hard,Aliaksandra Sasnovich,Darja Semenistaja
20250626,Hard,Veronika Erjavec,Emily Appleton
20250626,Hard,Nina Stojanovic,Joanna Garland
20250626,Hard,Petra Martic,Panna Udvardy
20250630,Hard,Sonay Kartal,Jelena Ostapenko
20250630,Hard,Eva Lys,Yuan Yue
20250630,Hard,Diane Parry,Petra Martic
20250630,Hard,Elina Svitolina,Anna Bondar
20250630,Hard,Viktoriya Tomova,Ons Jabeur
20250630,Hard,Donna Vekic,Kimberly Birrell
20250630,Hard,Cristina Bucsa,Anca Todoni
20250630,Hard,Linda Noskova,Bernarda Pera
20250630,Hard,Aryna Sabalenka,Carson Branstine
20250630,Hard,Beatriz Haddad Maia,Rebecca Sramkova
20250630,Hard,Aliaksandra Sasnovich,Varvara Gracheva
20250630,Hard,Solana Sierra,Olivia Gadecki
20250630,Hard,Laura Siegemund,Peyton Stearns
20250630,Hard,Diana Shnaider,Moyuka Uchijima
20250630,Hard,Madison Keys,Elena-Gabriela Ruse
20250630,Hard,Olga Danilovic,Zhang Shuai
20250630,Hard,Leylah Fernandez,Hannah Klugman
20250630,Hard,Dalma Galfi,Harriet Dart
20250630,Hard,Renata Zarazua,Yanina Wickmayer
20250630,Hard,Marketa Vondrousova,McCartney Kessler
20250630,Hard,Ann Li,Viktorija Golubic
20250630,Hard,Emma Raducanu,Mimi Xu
20250630,Hard,Kamilla Rakhimova,Aoi Ito
20250630,Hard,Jasmine Paolini,Anastasija Sevastova
20250630,Hard,Amanda Anisimova,Yulia Putintseva
20250630,Hard,Marie Bouzkova,Lulu Sun
20250630,Hard,Naomi Osaka,Talia Gibson
20250630,Hard,Anastasia Pavlyuchenkova,Ajla Tomljanovic
20250630,Hard,Katie Boulter,Paula Badosa
20250630,Hard,Ashlyn Krueger,Mika Stojsavljevic
20250630,Hard,Elise Mertens,Linda Fruhvirtova
20250701,Hard,Clara Tauson,Heather Watson
20250701,Hard,Veronika Erjavec,Marta Kostyuk
20250701,Hard,Irina-Camelia Begu,Kaja Juvan
20250701,Hard,Daria Kasatkina,Emiliana Arango
20250701,Hard,Ekaterina Alexandrova,Priscilla Hon
20250701,Hard,Suzan Lamens,Iva Jovic
20250701,Hard,Katie Volynets,Tatjana Maria
20250701,Hard,Elisabetta Cocciaretto,Jessica Pegula
20250701,Hard,Katerina Siniakova,Zheng Qinwen
20250701,Hard,Anna Kalinskaya,Nina Stojanovic
20250701,Hard,Zeynep Sonmez,Jaqueline Cristian
20250701,Hard,Barbora Krejcikova,Alexandra Eala
20250701,Hard,Liudmila Samsonova,Maya Joint
20250701,Hard,Wang Xinyu,Karolina Muchova
20250701,Hard,Lucia Bronzetti,Jil Teichmann
20250701,Hard,Catherine McNally,Jodie Burrage
20250701,Hard,Maria Sakkari,Anna Blinkova
20250701,Hard,Iga Swiatek,Polina Kudermetova
20250701,Hard,Hailey Baptiste,Sorana Cirstea
20250701,Hard,Yuliia Starodubtseva,Francesca Jones
20250701,Hard,Danielle Collins,Camila Osorio
20250701,Hard,Mirra Andreeva,Mayar Sherif
20250701,Hard,Victoria Mboko,Magdalena Frech
20250701,Hard,Caroline Dolehide,Arantxa Rus
20250701,Hard,Emma Navarro,Petra Kvitova
20250701,Hard,Jessica Bouzas Maneiro,Ella Seidel
20250701,Hard,Veronika Kudermetova,Zhu Lin
20250701,Hard,Elsa Jacquemot,Magda Linette
20250701,Hard,Sofia Kenin,Taylor Townsend
20250701,Hard,Anastasia Zakharova,Victoria Azarenka
20250701,Hard,Belinda Bencic,Alycia Parks
20250701,Hard,Elena Rybakina,Elina Avanesyan
20250701,Hard,Dayana Yastremska,Coco Gauff
20250702,Hard,Madison Keys,Olga Danilovic
20250702,Hard,Sonay Kartal,Viktoriya Tomova
20250702,Hard,Laura Siegemund,Leylah Fernandez
20250702,Hard,Aryna Sabalenka,Marie Bouzkova
20250702,Hard,Cristina Bucsa,Donna Vekic
20250702,Hard,Elise Mertens,Ann Li
20250702,Hard,Dalma Galfi,Beatriz Haddad Maia
20250702,Hard,Solana Sierra,Katie Boulter
20250702,Hard,Amanda Anisimova,Renata Zarazua
20250702,Hard,Linda Noskova,Eva Lys
20250702,Hard,Diane Parry,Diana Shnaider
20250702,Hard,Kamilla Rakhimova,Jasmine Paolini
20250702,Hard,Naomi Osaka,Katerina Siniakova
20250702,Hard,Emma Raducanu,Marketa Vondrousova
20250702,Hard,Elina Svitolina,Aliaksandra Sasnovich
20250702,Hard,Anastasia Pavlyuchenkova,Ashlyn Krueger
20250703,Hard,Emma Navarro,Veronika Kudermetova
20250703,Hard,Zeynep Sonmez,Wang Xinyu
20250703,Hard,Mirra Andreeva,Lucia Bronzetti
20250703,Hard,Elisabetta Cocciaretto,Katie Volynets
20250703,Hard,Hailey Baptiste,Victoria Mboko
20250703,Hard,Danielle Collins,Veronika Erjavec
20250703,Hard,Belinda Bencic,Elsa Jacquemot
20250703,Hard,Ekaterina Alexandrova,Suzan Lamens
20250703,Hard,Elena Rybakina,Maria Sakkari
20250703,Hard,Barbora Krejcikova,Caroline Dolehide
20250703,Hard,Dayana Yastremska,Anastasia Zakharova
20250703,Hard,Iga Swiatek,Catherine McNally
20250703,Hard,Liudmila Samsonova,Yuliia Starodubtseva
20250703,Hard,Jessica Bouzas Maneiro,Sofia Kenin
20250703,Hard,Clara Tauson,Anna Kalinskaya
20250703,Hard,Daria Kasatkina,Irina-Camelia Begu
20250704,Hard,Solana Sierra,Cristina Bucsa
20250704,Hard,Amanda Anisimova,Dalma Galfi
20250704,Hard,Anastasia Pavlyuchenkova,Naomi Osaka
20250704,Hard,Sonay Kartal,Diane Parry
20250704,Hard,Linda Noskova,Kamilla Rakhimova
20250704,Hard,Laura Siegemund,Madison Keys
20250704,Hard,Elise Mertens,Elina Svitolina
20250704,Hard,Aryna Sabalenka,Emma Raducanu
20250705,Hard,Clara Tauson,Elena Rybakina
20250705,Hard,Belinda Bencic,Elisabetta Cocciaretto
20250705,Hard,Liudmila Samsonova,Daria Kasatkina
20250705,Hard,Jessica Bouzas Maneiro,Dayana Yastremska
20250705,Hard,Mirra Andreeva,Hailey Baptiste
20250705,Hard,Emma Navarro,Barbora Krejcikova
20250705,Hard,Ekaterina Alexandrova,Zeynep Sonmez
20250705,Hard,Iga Swiatek,Danielle Collins
20250706,Hard,Laura Siegemund,Solana Sierra
20250706,Hard,Anastasia Pavlyuchenkova,Sonay Kartal
20250706,Hard,Aryna Sabalenka,Elise Mertens
20250706,Hard,Amanda Anisimova,Linda Noskova
20250707,Hard,Belinda Bencic,Ekaterina Alexandrova
20250707,Hard,Liudmila Samsonova,Jessica Bouzas Maneiro
20250707,Hard,Mirra Andreeva,Emma Navarro
20250707,Hard,Iga Swiatek,Clara Tauson
20250708,Hard,Aryna Sabalenka,Laura Siegemund
20250708,Hard,Amanda Anisimova,Anastasia Pavlyuchenkova
20250709,Hard,Iga Swiatek,Liudmila Samsonova
20250709,Hard,Belinda Bencic,Mirra Andreeva
20250710,Hard,Amanda Anisimova,Aryna Sabalenka
20250710,Hard,Iga Swiatek,Belinda Bencic
20250712,Hard,Iga Swiatek,Amanda Anisimova
20250707,Hard,Jule Niemeier,Nao Hibino
20250707,Hard,Leyre Romero Gormaz,Julia Grabher
20250707,Hard,Martina Trevisan,Astra Sharma
20250707,Hard,Antonia Ruzic,Panna Udvardy
20250707,Hard,Darja Semenistaja,Maria Lourdes Carle
20250707,Hard,Justina Mikulskyte,Kajsa Rinaldo Persson
20250707,Hard,Mona Barthel,Tamara Korpatsch
20250708,Hard,Jana Fett,Ekaterina Makarova
20250708,Hard,Katarzyna Kawa,Nuria Parrizas Diaz
20250708,Hard,Mayar Sherif,Caijsa Hennemann
20250708,Hard,Dalma Galfi,Kaja Juvan
20250708,Hard,Louisa Chirico,Moyuka Uchijima
20250708,Hard,Lucia Bronzetti,Linea Bajraliu
20250708,Hard,Varvara Lepchenko,Berfu Cengiz
20250708,Hard,Elisabetta Cocciaretto,Irene Burillo
20250708,Hard,Lois Boisson,Chloe Paquet
20250709,Hard,Mayar Sherif,Varvara Lepchenko
20250709,Hard,Katarzyna Kawa,Martina Trevisan
20250709,Hard,Dalma Galfi,Leyre Romero Gormaz
20250709,Hard,Darja Semenistaja,Lois Boisson
20250709,Hard,Antonia Ruzic,Mona Barthel
20250709,Hard,Louisa Chirico,Jana Fett
20250709,Hard,Lucia Bronzetti,Jule Niemeier
20250709,Hard,Elisabetta Cocciaretto,Justina Mikulskyte
20250710,Hard,Katarzyna Kawa,Dalma Galfi
20250710,Hard,Mayar Sherif,Darja Semenistaja
20250710,Hard,Antonia Ruzic,Lucia Bronzetti
20250710,Hard,Elisabetta Cocciaretto,Louisa Chirico
20250711,Hard,Katarzyna Kawa,Mayar Sherif
20250711,Hard,Elisabetta Cocciaretto,Antonia Ruzic
20250712,Hard,Elisabetta Cocciaretto,Katarzyna Kawa
20250713,Hard,Pablo Llamas Ruiz,Luca Van Assche
20250713,Hard,Nicolai Budkov Kjaer,Thiago Seyboth Wild
20250713,Hard,Thiago Monteiro,Andrej Martin
20250713,Hard,Olle Wallin,Viktor Durasovic
20250713,Hard,Vilius Gaubas,Ludvig Hede
20250713,Hard,Filip Misolic,Radu Albot
20250713,Hard,Timofey Skatov,Sumit Nagal
20250713,Hard,Andrea Pellegrino,Daniel Michalski
20250714,Hard,Thiago Monteiro,Vilius Gaubas
20250714,Hard,Nicolai Budkov Kjaer,Pablo Llamas Ruiz
20250714,Hard,Filip Misolic,Olle Wallin
20250714,Hard,Andrea Pellegrino,Timofey Skatov
20250714,Hard,Jesper de Jong,William Rejchtman Vinciguerra
20250714,Hard,Luciano Darderi,Raphael Collignon
20250715,Hard,Vit Kopriva,Hugo Dellien
20250715,Hard,Damir Dzumhur,Sebastian Ofner
20250715,Hard,Hugo Gaston,Chun-Hsin Tseng
20250715,Hard,Andrea Pellegrino,Jaime Faria
20250715,Hard,Nicolai Budkov Kjaer,Thiago Monteiro
20250715,Hard,Elias Ymer,Tristan Boyer
20250716,Hard,Mariano Navone,Tomas Barrios Vera
20250716,Hard,Filip Misolic,Elmer Moller
20250716,Hard,Jesper de Jong,Vit Kopriva
20250716,Hard,Camilo Ugo Carabelli,Cristian Garin
20250716,Hard,Botic Van De Zandschulp,Mikael Ymer
20250716,Hard,Tallon Griekspoor,Andrea Pellegrino
20250716,Hard,Luciano Darderi,Elias Ymer
20250716,Hard,Sebastian Baez,Nicolai Budkov Kjaer
20250717,Hard,Camilo Ugo Carabelli,Botic Van De Zandschulp
20250717,Hard,Filip Misolic,Nuno Borges
20250717,Hard,Francisco Cerundolo,Mariano Navone
20250717,Hard,Damir Dzumhur,Hugo Gaston
20250718,Hard,Jesper de Jong,Tallon Griekspoor
20250718,Hard,Camilo Ugo Carabelli,Filip Misolic
20250718,Hard,Luciano Darderi,Sebastian Baez
20250718,Hard,Francisco Cerundolo,Damir Dzumhur
20250719,Hard,Jesper de Jong,Camilo Ugo Carabelli
20250719,Hard,Luciano Darderi,Francisco Cerundolo
20250720,Hard,Luciano Darderi,Jesper de Jong
20250712,Hard,Francesco Passaro,Mika Brunold
20250712,Hard,Facundo Bagnis,Chak Lam Coleman Wong
20250712,Hard,Calvin Hemery,Yannick Hanfmann
20250712,Hard,Gonzalo Bueno,Marc-Andrea Huesler
20250712,Hard,Marco Trungelliti,Alexander Ritschard
20250712,Hard,Ignacio Buse,Albert Ramos-Vinolas
20250712,Hard,Henry Bernet,Dmitry Popko
20250712,Hard,Patrick Zahraj,Henrique Rocha
20250713,Hard,Francesco Passaro,Gonzalo Bueno
20250713,Hard,Calvin Hemery,Facundo Bagnis
20250713,Hard,Marco Trungelliti,Henry Bernet
20250713,Hard,Ignacio Buse,Patrick Zahraj
20250714,Hard,Kamil Majchrzak,Terence Atmane
20250714,Hard,Roman Andres Burruchaga,Dalibor Svrcina
20250714,Hard,Ignacio Buse,Laslo Djere
20250714,Hard,Arthur Cazaux,Nikoloz Basilashvili
20250714,Hard,Dominic Stricker,Pierre-Hugues Herbert
20250715,Hard,Francisco Comesana,Marco Trungelliti
20250715,Hard,Juan Manuel Cerundolo,Jan-Lennard Struff
20250715,Hard,Francesco Passaro,Arthur Rinderknech
20250715,Hard,David Goffin,Martin Landaluce
20250715,Hard,Roberto Carballes Baena,Carlos Taberner
20250715,Hard,Jerome Kym,Calvin Hemery
20250715,Hard,Aleksandr Shevchenko,Stan Wawrinka
20250716,Hard,Ignacio Buse,Kamil Majchrzak
20250716,Hard,Roman Andres Burruchaga,Patrick Zahraj
