tourney_date,surface,winner_name,loser_name
20250821,Hard,Panna Udvardy,Manon Leonard
20250821,Hard,Varvara Gracheva,Tara Wuerth
20250821,Hard,Ena Shibahara,Elena Pridankina
20250821,Hard,Wang Xiyu,Petra Martic
20250821,Hard,Alina Charaeva,Petra Marcinko
20250821,Hard,Claire Liu,Maddison Inglis
20250821,Hard,Veronika Erjavec,Cadence Brace
20250821,Hard,Dominika Salkova,Kristina Dmitruk
20250821,Hard,Hina Inoue,Simona Waltert
20250821,Hard,Rebecca Marino,Mai Hontama
20250821,Hard,Priscilla Hon,Jule Niemeier
20250821,Hard,Hanne Vandewinkel,Viktoriya Tomova
20250821,Hard,Darja Semenistaja,Lizette Cabrera
20250821,Hard,Lucrezia Stefanini,Carol Zhao
20250821,Hard,Oksana Selekhmeteva,Iryna Shymanovich
20250821,Hard,Ayana Akli,Harriet Dart
20250821,Hard,Linda Klimovicova,Jessika Ponchet
20250822,Hard,Destanee Aiava,Ella Seidel
20250822,Hard,Victoria Jimenez Kasintseva,Emerson Jones
20250822,Hard,Francesca Jones,Arianne Hartono
20250822,Hard,Zhang Shuai,Wei Sijia
20250822,Hard,Janice Tjen,Aoi Ito
20250822,Hard,Dalma Galfi,Panna Udvardy
20250822,Hard,Tereza Valentova,Arantxa Rus
20250822,Hard,Wang Xiyu,Alina Charaeva
20250822,Hard,Katie Volynets,Jana Fett
20250822,Hard,Claire Liu,Veronika Erjavec
20250822,Hard,Ena Shibahara,Varvara Gracheva
20250822,Hard,Priscilla Hon,Hanne Vandewinkel
20250822,Hard,Rebecca Marino,Dominika Salkova
20250822,Hard,Darja Semenistaja,Linda Klimovicova
20250822,Hard,Hina Inoue,Lucrezia Stefanini
20250822,Hard,Oksana Selekhmeteva,Ayana Akli
20250824,Hard,McCartney Kessler,Magda Linette
20250824,Hard,Tereza Valentova,Lucia Bronzetti
20250824,Hard,Emma Raducanu,Ena Shibahara
20250824,Hard,Polina Kudermetova,Nuria Parrizas Diaz
20250824,Hard,Marketa Vondrousova,Oksana Selekhmeteva
20250824,Hard,Leylah Fernandez,Rebecca Marino
20250824,Hard,Janice Tjen,Veronika Kudermetova
20250824,Hard,Moyuka Uchijima,Olga Danilovic
20250824,Hard,Alexandra Eala,Clara Tauson
20250824,Hard,Aryna Sabalenka,Rebeka Masarova
20250824,Hard,Catherine McNally,Jil Teichmann
20250824,Hard,Jelena Ostapenko,Wang Xiyu
20250824,Hard,Lulu Sun,Camila Osorio
20250824,Hard,Emma Navarro,Wang Yafan
20250824,Hard,Anastasia Potapova,Zhu Lin
20250824,Hard,Belinda Bencic,Zhang Shuai
20250824,Hard,Anna Blinkova,Yuliia Starodubtseva
20250824,Hard,Jasmine Paolini,Destanee Aiava
20250824,Hard,Victoria Azarenka,Hina Inoue
20250825,Hard,Jessica Pegula,Mayar Sherif
20250825,Hard,Yulia Putintseva,Elisabetta Cocciaretto
20250825,Hard,Diane Parry,Petra Kvitova
20250825,Hard,Priscilla Hon,Leolia Jeanjean
20250825,Hard,Liudmila Samsonova,Yuan Yue
20250825,Hard,Barbora Krejcikova,Victoria Mboko
20250825,Hard,Anastasia Pavlyuchenkova,Dayana Yastremska
20250825,Hard,Renata Zarazua,Madison Keys
20250825,Hard,Elise Mertens,Alyssa Ahn
20250825,Hard,Taylor Townsend,Antonia Ruzic
20250825,Hard,Iva Jovic,Aliaksandra Sasnovich
20250825,Hard,Anna Kalinskaya,Clervie Ngounoue
20250825,Hard,Elena Rybakina,Julieta Pareja
20250825,Hard,Cristina Bucsa,Claire Liu
20250825,Hard,Kamilla Rakhimova,Caroline Garcia
20250825,Hard,Daria Kasatkina,Elena-Gabriela Ruse
20250825,Hard,Ann Li,Rebecca Sramkova
20250825,Hard,Maria Sakkari,Tatjana Maria
20250825,Hard,Elsa Jacquemot,Marie Bouzkova
20250825,Hard,Magdalena Frech,Talia Gibson
20250825,Hard,Anna Bondar,Elina Svitolina
20250825,Hard,Peyton Stearns,Darja Semenistaja
20250825,Hard,Zeynep Sonmez,Katie Volynets
20250825,Hard,Karolina Muchova,Venus Williams
20250826,Hard,Mirra Andreeva,Alycia Parks
20250826,Hard,Maya Joint,Victoria Jimenez Kasintseva
20250826,Hard,Marta Kostyuk,Katie Boulter
20250826,Hard,Suzan Lamens,Valerie Glozman
20250826,Hard,Beatriz Haddad Maia,Sonay Kartal
20250826,Hard,Iga Swiatek,Emiliana Arango
20250826,Hard,Viktorija Golubic,Lois Boisson
20250826,Hard,Jaqueline Cristian,Danielle Collins
20250826,Hard,Wang Xinyu,Caroline Dolehide
20250826,Hard,Amanda Anisimova,Kimberly Birrell
20250826,Hard,Linda Noskova,Dalma Galfi
20250826,Hard,Ashlyn Krueger,Sofia Kenin
20250826,Hard,Laura Siegemund,Diana Shnaider
20250826,Hard,Eva Lys,Francesca Jones
20250826,Hard,Ekaterina Alexandrova,Anastasija Sevastova
20250826,Hard,Sorana Cirstea,Solana Sierra
20250826,Hard,Hailey Baptiste,Katerina Siniakova
20250826,Hard,Donna Vekic,Jessica Bouzas Maneiro
20250826,Hard,Naomi Osaka,Greet Minnen
20250826,Hard,Anastasia Zakharova,Elina Avanesyan
20250826,Hard,Coco Gauff,Ajla Tomljanovic
20250827,Hard,Emma Navarro,Catherine McNally
20250827,Hard,Emma Raducanu,Janice Tjen
20250827,Hard,Victoria Azarenka,Anastasia Pavlyuchenkova
20250827,Hard,Cristina Bucsa,Alexandra Eala
20250827,Hard,Jessica Pegula,Anna Blinkova
20250827,Hard,Barbora Krejcikova,Moyuka Uchijima
20250827,Hard,Elena Rybakina,Tereza Valentova
20250827,Hard,Taylor Townsend,Jelena Ostapenko
20250827,Hard,Priscilla Hon,Liudmila Samsonova
20250827,Hard,Elise Mertens,Lulu Sun
20250827,Hard,Mirra Andreeva,Anastasia Potapova
20250827,Hard,Jasmine Paolini,Iva Jovic
20250827,Hard,Marketa Vondrousova,McCartney Kessler
20250827,Hard,Leylah Fernandez,Elsa Jacquemot
20250828,Hard,Ann Li,Belinda Bencic
20250828,Hard,Aryna Sabalenka,Polina Kudermetova
20250828,Hard,Maria Sakkari,Anna Bondar
20250828,Hard,Anna Kalinskaya,Yulia Putintseva
20250828,Hard,Ekaterina Alexandrova,Wang Xinyu
20250828,Hard,Linda Noskova,Eva Lys
20250828,Hard,Beatriz Haddad Maia,Viktorija Golubic
20250828,Hard,Iga Swiatek,Suzan Lamens
20250828,Hard,Marta Kostyuk,Zeynep Sonmez
20250828,Hard,Magdalena Frech,Peyton Stearns
20250828,Hard,Naomi Osaka,Hailey Baptiste
20250828,Hard,Laura Siegemund,Anastasia Zakharova
20250828,Hard,Karolina Muchova,Sorana Cirstea
20250828,Hard,Diane Parry,Renata Zarazua
20250828,Hard,Jaqueline Cristian,Ashlyn Krueger
20250828,Hard,Daria Kasatkina,Kamilla Rakhimova
20250828,Hard,Coco Gauff,Donna Vekic
20250829,Hard,Amanda Anisimova,Maya Joint
20250829,Hard,Elena Rybakina,Emma Raducanu
20250829,Hard,Marketa Vondrousova,Jasmine Paolini
20250829,Hard,Jessica Pegula,Victoria Azarenka
20250829,Hard,Cristina Bucsa,Elise Mertens
20250829,Hard,Ann Li,Priscilla Hon
20250829,Hard,Barbora Krejcikova,Emma Navarro
20250829,Hard,Aryna Sabalenka,Leylah Fernandez
20250830,Hard,Taylor Townsend,Mirra Andreeva
20250830,Hard,Karolina Muchova,Linda Noskova
20250830,Hard,Coco Gauff,Magdalena Frech
20250830,Hard,Marta Kostyuk,Diane Parry
20250830,Hard,Naomi Osaka,Daria Kasatkina
20250830,Hard,Ekaterina Alexandrova,Laura Siegemund
20250830,Hard,Amanda Anisimova,Jaqueline Cristian
20250830,Hard,Iga Swiatek,Anna Kalinskaya
20250831,Hard,Beatriz Haddad Maia,Maria Sakkari
20250831,Hard,Jessica Pegula,Ann Li
20250831,Hard,Barbora Krejcikova,Taylor Townsend
20250901,Hard,Aryna Sabalenka,Cristina Bucsa
20250901,Hard,Marketa Vondrousova,Elena Rybakina
20250901,Hard,Iga Swiatek,Ekaterina Alexandrova
20250901,Hard,Karolina Muchova,Marta Kostyuk
20250901,Hard,Naomi Osaka,Coco Gauff
20250902,Hard,Amanda Anisimova,Beatriz Haddad Maia
20250902,Hard,Jessica Pegula,Barbora Krejcikova
20250902,Hard,Aryna Sabalenka,Marketa Vondrousova
20250903,Hard,Amanda Anisimova,Iga Swiatek
20250903,Hard,Naomi Osaka,Karolina Muchova
20250904,Hard,Aryna Sabalenka,Jessica Pegula
20250905,Hard,Amanda Anisimova,Naomi Osaka
20250906,Hard,Aryna Sabalenka,Amanda Anisimova
20250929,Hard,Billy Harris,Taro Daniel
20250929,Hard,Valentin Royer,Titouan Droguet
20250929,Hard,Yosuke Watanuki,Liu Hanyi
20250929,Hard,Dalibor Svrcina,Giulio Zeppieri
20250929,Hard,Ugo Blanchet,Te Rigele
20250929,Hard,Christopher Eubanks,Filip Misolic
20250929,Hard,Tristan Schoolkate,James McCabe
20250929,Hard,Gauthier Onclin,James Duckworth
20250929,Hard,Alejandro Tabilo,Cui Jie
20250929,Hard,Harold Mayot,Sun Fajing
20250929,Hard,Beibit Zhukayev,Colton Smith
20250929,Hard,August Holmgren,Chun-Hsin Tseng
20250929,Hard,Nikoloz Basilashvili,Bernard Tomic
20250929,Hard,James Trotter,Tristan Boyer
20250929,Hard,Eliot Spizzirri,Xiao Linang
20250929,Hard,Liam Draxl,Kyrian Jacquet
20250929,Hard,Jason Kubler,Chak Lam Coleman Wong
20250929,Hard,Valentin Vacherot,Nishesh Basavareddy
20250929,Hard,Mackenzie McDonald,Omar Jasika
20250929,Hard,Rinky Hijikata,Stefano Napolitano
20250929,Hard,Yannick Hanfmann,Shintaro Mochizuki
20250929,Hard,Rei Sakamoto,Brandon Holt
20250929,Hard,Aleksandar Vukic,Marc-Andrea Huesler
20250929,Hard,Yoshihito Nishioka,Rio Noguchi
20250930,Hard,Alejandro Tabilo,Harold Mayot
20250930,Hard,Ugo Blanchet,Christopher Eubanks
20250930,Hard,Dalibor Svrcina,Yosuke Watanuki
20250930,Hard,Valentin Royer,Billy Harris
20250930,Hard,Nikoloz Basilashvili,Eliot Spizzirri
20250930,Hard,August Holmgren,Gauthier Onclin
20250930,Hard,Yannick Hanfmann,Jason Kubler
20250930,Hard,Valentin Vacherot,Liam Draxl
20250930,Hard,Rei Sakamoto,Mackenzie McDonald
20250930,Hard,Tristan Schoolkate,Beibit Zhukayev
20250930,Hard,Yoshihito Nishioka,Aleksandar Vukic
20250930,Hard,James Trotter,Rinky Hijikata
20251001,Hard,Mattia Bellucci,Adam Walton
20251001,Hard,Luca Nardi,Sebastian Ofner
20251001,Hard,Jaume Munar,Marton Fucsovics
20251001,Hard,David Goffin,Alexandre Muller
20251001,Hard,Jordan Thompson,August Holmgren
20251001,Hard,Daniel Altmaier,Tristan Schoolkate
20251001,Hard,Adrian Mannarino,Matteo Berrettini
20251001,Hard,Marin Cilic,Nikoloz Basilashvili
20251001,Hard,Yoshihito Nishioka,Aleksandr Shevchenko
20251001,Hard,Valentin Vacherot,Laslo Djere
20251001,Hard,Zizou Bergs,Sebastian Korda
20251001,Hard,Sebastian Baez,Zhang Zhizhen
20251001,Hard,Yannick Hanfmann,Lorenzo Sonego
20251001,Hard,Fabian Marozsan,Stan Wawrinka
20251002,Hard,Dalibor Svrcina,Wu Yibing
20251002,Hard,Nuno Borges,Botic Van De Zandschulp
20251002,Hard,Francisco Comesana,Ugo Blanchet
20251002,Hard,Jenson Brooksby,James Trotter
20251002,Hard,Camilo Ugo Carabelli,Terence Atmane
20251002,Hard,Christopher O'Connell,Damir Dzumhur
20251002,Hard,Benjamin Bonzi,Reilly Opelka
20251002,Hard,Kamil Majchrzak,Ethan Quinn
20251002,Hard,Jesper de Jong,Zhou Yi
20251002,Hard,Arthur Cazaux,Pedro Martinez
20251002,Hard,Valentin Royer,Mariano Navone
20251002,Hard,Alejandro Tabilo,Marcos Giron
20251002,Hard,Quentin Halys,Mackenzie McDonald
20251002,Hard,Shang Juncheng,Aleksandar Kovacevic
20251002,Hard,Arthur Rinderknech,Hamad Medjedovic
20251002,Hard,Matteo Arnaldi,Rei Sakamoto
20251002,Hard,Bu Yunchaokete,Juan Manuel Cerundolo
20251003,Hard,Gabriel Diallo,Benjamin Bonzi
20251003,Hard,Yannick Hanfmann,Frances Tiafoe
20251003,Hard,David Goffin,Ben Shelton
20251003,Hard,Francisco Cerundolo,Adrian Mannarino
20251003,Hard,Holger Rune,Sebastian Baez
20251003,Hard,Ugo Humbert,Jordan Thompson
20251003,Hard,Learner Tien,Miomir Kecmanovic
20251003,Hard,Tomas Machac,Mattia Bellucci
20251003,Hard,Giovanni Mpetshi Perricard,Luca Nardi
20251003,Hard,Novak Djokovic,Marin Cilic
20251003,Hard,Tallon Griekspoor,Jenson Brooksby
20251003,Hard,Jaume Munar,Flavio Cobolli
20251003,Hard,Valentin Vacherot,Alexander Bublik
20251003,Hard,Zizou Bergs,Casper Ruud
20251003,Hard,Taylor Fritz,Fabian Marozsan
20251004,Hard,Yoshihito Nishioka,Andrey Rublev
20251004,Hard,Jiri Lehecka,Quentin Halys
20251004,Hard,Felix Auger-Aliassime,Alejandro Tabilo
20251004,Hard,Alex de Minaur,Camilo Ugo Carabelli
20251004,Hard,Kamil Majchrzak,Brandon Nakashima
20251004,Hard,Arthur Rinderknech,Alex Michelsen
20251004,Hard,Denis Shapovalov,Christopher O'Connell
20251004,Hard,Jesper de Jong,Jakub Mensik
20251004,Hard,Alexander Zverev,Valentin Royer
20251004,Hard,Lorenzo Musetti,Francisco Comesana
20251004,Hard,Learner Tien,Corentin Moutet
20251004,Hard,Alejandro Davidovich Fokina,Matteo Arnaldi
20251004,Hard,Luciano Darderi,Bu Yunchaokete
20251004,Hard,Cameron Norrie,Arthur Cazaux
20251004,Hard,Daniil Medvedev,Dalibor Svrcina
20251004,Hard,Jannik Sinner,Daniel Altmaier
20251004,Hard,Nuno Borges,Aleksandar Vukic
20251004,Hard,Shang Juncheng,Karen Khachanov
20251005,Hard,Gabriel Diallo,David Goffin
20251005,Hard,Holger Rune,Ugo Humbert
20251005,Hard,Zizou Bergs,Francisco Cerundolo
20251005,Hard,Giovanni Mpetshi Perricard,Taylor Fritz
20251005,Hard,Jaume Munar,Yoshihito Nishioka
20251005,Hard,Novak Djokovic,Yannick Hanfmann
20251005,Hard,Valentin Vacherot,Tomas Machac
20251005,Hard,Tallon Griekspoor,Jannik Sinner
20251006,Hard,Felix Auger-Aliassime,Jesper de Jong
20251006,Hard,Alex de Minaur,Kamil Majchrzak
20251006,Hard,Jiri Lehecka,Denis Shapovalov
20251006,Hard,Nuno Borges,Shang Juncheng
20251006,Hard,Lorenzo Musetti,Luciano Darderi
20251006,Hard,Arthur Rinderknech,Alexander Zverev
20251006,Hard,Learner Tien,Cameron Norrie
20251006,Hard,Daniil Medvedev,Alejandro Davidovich Fokina
20251007,Hard,Zizou Bergs,Gabriel Diallo
20251007,Hard,Holger Rune,Giovanni Mpetshi Perricard
20251007,Hard,Novak Djokovic,Jaume Munar
20251007,Hard,Valentin Vacherot,Tallon Griekspoor
20251008,Hard,Arthur Rinderknech,Jiri Lehecka
20251008,Hard,Alex de Minaur,Nuno Borges
20251008,Hard,Felix Auger-Aliassime,Lorenzo Musetti
20251008,Hard,Daniil Medvedev,Learner Tien
20251009,Hard,Valentin Vacherot,Holger Rune
20251009,Hard,Novak Djokovic,Zizou Bergs
20251010,Hard,Arthur Rinderknech,Felix Auger-Aliassime
20251010,Hard,Daniil Medvedev,Alex de Minaur
20251011,Hard,Valentin Vacherot,Novak Djokovic
20251011,Hard,Arthur Rinderknech,Daniil Medvedev
20251012,Hard,Valentin Vacherot,Arthur Rinderknech
20250916,Hard,Nikoloz Basilashvili,Rei Sakamoto
20250916,Hard,Taro Daniel,James Duckworth
20250916,Hard,Billy Harris,Fumin Jiang
20250916,Hard,Bernard Tomic,Tristan Schoolkate
20250916,Hard,Mackenzie McDonald,James McCabe
20250916,Hard,Lloyd Harris,Zachary Svajda
20250916,Hard,Alejandro Tabilo,Te Rigele
20250916,Hard,Nicolai Budkov Kjaer,Yannick Hanfmann
20250917,Hard,Taro Daniel,Billy Harris
20250917,Hard,Nikoloz Basilashvili,Bernard Tomic
20250917,Hard,Mackenzie McDonald,Nicolai Budkov Kjaer
20250917,Hard,Alejandro Tabilo,Lloyd Harris
20250917,Hard,Marcos Giron,Ethan Quinn
20250917,Hard,Zhou Yi,Cameron Norrie
20250917,Hard,Christopher O'Connell,Quentin Halys
20250917,Hard,Shang Juncheng,Zizou Bergs
20250918,Hard,Giovanni Mpetshi Perricard,Filip Misolic
20250918,Hard,Lorenzo Sonego,Juan Manuel Cerundolo
20250918,Hard,Alejandro Tabilo,Jordan Thompson
20250918,Hard,Taro Daniel,Chak Lam Coleman Wong
20250918,Hard,Dino Prizmic,Terence Atmane
20250918,Hard,Mackenzie McDonald,Botic Van De Zandschulp
20250918,Hard,Aleksandr Shevchenko,Gael Monfils
20250918,Hard,Nikoloz Basilashvili,Billy Harris
20250919,Hard,Marcos Giron,Lorenzo Sonego
20250919,Hard,Alejandro Tabilo,Luciano Darderi
20250919,Hard,Christopher O'Connell,Zhou Yi
20250919,Hard,Brandon Nakashima,Shang Juncheng
20250920,Hard,Taro Daniel,Tallon Griekspoor
20250920,Hard,Nikoloz Basilashvili,Mackenzie McDonald
20250920,Hard,Lorenzo Musetti,Dino Prizmic
20250920,Hard,Aleksandr Shevchenko,Giovanni Mpetshi Perricard
20250921,Hard,Alejandro Tabilo,Christopher O'Connell
20250921,Hard,Brandon Nakashima,Marcos Giron
20250921,Hard,Lorenzo Musetti,Nikoloz Basilashvili
20250921,Hard,Aleksandr Shevchenko,Taro Daniel
20250922,Hard,Alejandro Tabilo,Brandon Nakashima
20250922,Hard,Lorenzo Musetti,Aleksandr Shevchenko
20250923,Hard,Alejandro Tabilo,Lorenzo Musetti
20250916,Hard,Gauthier Onclin,Tristan Boyer
20250916,Hard,Giulio Zeppieri,Liam Draxl
20250916,Hard,Nishesh Basavareddy,Beibit Zhukayev
20250916,Hard,Dalibor Svrcina,Timofey Skatov
20250916,Hard,Valentin Royer,Chen Charles
20250916,Hard,Eliot Spizzirri,Chun-Hsin Tseng
20250916,Hard,Brandon Holt,Ye Chen
20250916,Hard,Rinky Hijikata,Christopher Eubanks
20250917,Hard,Valentin Royer,Eliot Spizzirri
20250917,Hard,Nishesh Basavareddy,Gauthier Onclin
20250917,Hard,Giulio Zeppieri,Dalibor Svrcina
20250917,Hard,Rinky Hijikata,Brandon Holt
20250917,Hard,Learner Tien,Mariano Navone
20250917,Hard,Wu Yibing,Adrian Mannarino
20250918,Hard,Tomas Martin Etcheverry,Damir Dzumhur
20250918,Hard,Dalibor Svrcina,Matteo Berrettini
20250918,Hard,Nishesh Basavareddy,Marin Cilic
20250918,Hard,Giulio Zeppieri,Sun Fajing
20250918,Hard,Zhang Zhizhen,Bu Yunchaokete
20250919,Hard,Rinky Hijikata,Camilo Ugo Carabelli
20250919,Hard,Sebastian Korda,Adam Walton
20250919,Hard,Arthur Cazaux,Matteo Arnaldi
20250919,Hard,Valentin Royer,Aleksandar Kovacevic
20250919,Hard,Aleksandar Vukic,David Goffin
20250920,Hard,Learner Tien,Giulio Zeppieri
20250920,Hard,Daniil Medvedev,Nishesh Basavareddy
20250920,Hard,Corentin Moutet,Arthur Cazaux
20250920,Hard,Wu Yibing,Sebastian Korda
20250920,Hard,Tomas Martin Etcheverry,Rinky Hijikata
20250920,Hard,Valentin Royer,Andrey Rublev
20250920,Hard,Alexander Bublik,Aleksandar Vukic
20250920,Hard,Dalibor Svrcina,Zhang Zhizhen
20250921,Hard,Corentin Moutet,Tomas Martin Etcheverry
20250921,Hard,Valentin Royer,Learner Tien
20250921,Hard,Wu Yibing,Daniil Medvedev
20250921,Hard,Alexander Bublik,Dalibor Svrcina
20250922,Hard,Valentin Royer,Corentin Moutet
20250922,Hard,Alexander Bublik,Wu Yibing
20250923,Hard,Alexander Bublik,Valentin Royer
20250922,Hard,Mattia Bellucci,Yasutaka Uchiyama
20250922,Hard,Ethan Quinn,Yuta Shimizu
20250922,Hard,Marton Fucsovics,Filip Misolic
20250922,Hard,Juan Manuel Cerundolo,Rio Noguchi
20250922,Hard,Rei Sakamoto,Adam Walton
20250922,Hard,Aleksandar Vukic,Aleksandar Kovacevic
20250922,Hard,Sho Shimabukuro,Mariano Navone
20250922,Hard,Matteo Arnaldi,Luca Nardi
20250923,Hard,Ethan Quinn,Mattia Bellucci
20250923,Hard,Aleksandar Vukic,Rei Sakamoto
20250923,Hard,Marton Fucsovics,Matteo Arnaldi
20250923,Hard,Sho Shimabukuro,Juan Manuel Cerundolo
20250924,Hard,Matteo Berrettini,Jaume Munar
20250924,Hard,Nuno Borges,Yosuke Watanuki
20250924,Hard,Daniel Altmaier,Denis Shapovalov
20250924,Hard,Marton Fucsovics,Frances Tiafoe
20250925,Hard,Luciano Darderi,Yoshihito Nishioka
20250925,Hard,Jenson Brooksby,Ugo Humbert
20250925,Hard,Sebastian Korda,Marcos Giron
20250925,Hard,Sho Shimabukuro,Tomas Machac
20250925,Hard,Taylor Fritz,Gabriel Diallo
20250925,Hard,Aleksandar Vukic,Damir Dzumhur
20250925,Hard,Brandon Nakashima,Jordan Thompson
20250925,Hard,Ethan Quinn,Alex Michelsen
20250925,Hard,Casper Ruud,Shintaro Mochizuki
20250925,Hard,Zizou Bergs,Alejandro Tabilo
20250925,Hard,Carlos Alcaraz,Sebastian Baez
20250925,Hard,Holger Rune,Hamad Medjedovic
20250926,Hard,Aleksandar Vukic,Daniel Altmaier
20250926,Hard,Sebastian Korda,Sho Shimabukuro
20250926,Hard,Taylor Fritz,Nuno Borges
20250926,Hard,Casper Ruud,Matteo Berrettini
20250927,Hard,Jenson Brooksby,Luciano Darderi
20250927,Hard,Brandon Nakashima,Marton Fucsovics
20250927,Hard,Holger Rune,Ethan Quinn
20250927,Hard,Carlos Alcaraz,Zizou Bergs
20250928,Hard,Taylor Fritz,Sebastian Korda
20250928,Hard,Jenson Brooksby,Holger Rune
20250928,Hard,Casper Ruud,Aleksandar Vukic
20250928,Hard,Carlos Alcaraz,Brandon Nakashima
20250929,Hard,Taylor Fritz,Jenson Brooksby
20250929,Hard,Carlos Alcaraz,Casper Ruud
20250930,Hard,Carlos Alcaraz,Taylor Fritz
20250922,Hard,Aliaksandra Sasnovich,Tatiana Prozorova
20250922,Hard,Anastasia Zakharova,Arina Rodionova
20250922,Hard,Greet Minnen,Maria Timofeeva
20250922,Hard,Lanlana Tararudee,Varvara Gracheva
20250922,Hard,Katie Volynets,Astra Sharma
20250922,Hard,Elsa Jacquemot,Destanee Aiava
20250922,Hard,Victoria Jimenez Kasintseva,Li Zongyu
20250922,Hard,Katarzyna Kawa,Storm Hunter
20250922,Hard,Viktoriya Tomova,Whitney Osuigwe
20250922,Hard,Maria Lourdes Carle,Ren Yufei
20250922,Hard,Cristina Bucsa,Clervie Ngounoue
20250922,Hard,Varvara Lepchenko,Leolia Jeanjean
20250922,Hard,Janice Tjen,Lucrezia Stefanini
20250922,Hard,Dalma Galfi,Linda Fruhvirtova
20250922,Hard,Ella Seidel,Jessika Ponchet
20250922,Hard,Emiliana Arango,Shao Yushan
20250922,Hard,Maddison Inglis,Veronika Erjavec
20250922,Hard,Rebeka Masarova,Zarina Diyas
20250922,Hard,Priscilla Hon,Ena Shibahara
20250922,Hard,Elisabetta Cocciaretto,Chloe Paquet
20250922,Hard,Joanna Garland,Yao Xinxin
20250922,Hard,Moyuka Uchijima,Jiang Xinyu
20250922,Hard,Diane Parry,Darya Astakhova
20250922,Hard,Anna Bondar,Chenting Zhu
20250923,Hard,Katie Volynets,Lanlana Tararudee
20250923,Hard,Anastasia Zakharova,Greet Minnen
20250923,Hard,Cristina Bucsa,Maria Lourdes Carle
20250923,Hard,Victoria Jimenez Kasintseva,Elsa Jacquemot
20250923,Hard,Dalma Galfi,Katarzyna Kawa
20250923,Hard,Ella Seidel,Emiliana Arango
20250923,Hard,Aliaksandra Sasnovich,Varvara Lepchenko
20250923,Hard,Priscilla Hon,Elisabetta Cocciaretto
20250923,Hard,Janice Tjen,Viktoriya Tomova
20250923,Hard,Moyuka Uchijima,Joanna Garland
20250923,Hard,Anna Bondar,Diane Parry
20250923,Hard,Maddison Inglis,Rebeka Masarova
20250924,Hard,McCartney Kessler,Shi Han
20250924,Hard,Anastasija Sevastova,Kimberly Birrell
20250924,Hard,Sorana Cirstea,Caroline Dolehide
20250924,Hard,Catherine McNally,Laura Siegemund
20250924,Hard,Maria Sakkari,Ashlyn Krueger
20250924,Hard,Kamilla Rakhimova,Lucia Bronzetti
20250924,Hard,Antonia Ruzic,Elsa Jacquemot
20250924,Hard,Eva Lys,Zhang Ruien
20250924,Hard,Priscilla Hon,Viktorija Golubic
20250924,Hard,Katie Boulter,Hailey Baptiste
20250924,Hard,Polina Kudermetova,Maddison Inglis
20250924,Hard,Barbora Krejcikova,Anna Blinkova
20250924,Hard,Katie Volynets,Peyton Stearns
20250924,Hard,Zhang Shuai,Anastasia Zakharova
20250924,Hard,Marie Bouzkova,Tatjana Maria
20250924,Hard,Anna Bondar,Bianca Andreescu
20250925,Hard,Zeynep Sonmez,Wei Sijia
20250925,Hard,Ajla Tomljanovic,Yuliia Starodubtseva
20250925,Hard,Camila Osorio,Ann Li
20250925,Hard,Wang Xiyu,Guo Hanyu
20250925,Hard,Elena-Gabriela Ruse,Rebecca Sramkova
20250925,Hard,Aliaksandra Sasnovich,Janice Tjen
20250925,Hard,Anastasia Potapova,Katerina Siniakova
20250925,Hard,Zhu Lin,Moyuka Uchijima
20250925,Hard,Ella Seidel,Magdalena Frech
20250925,Hard,Sonay Kartal,Alycia Parks
20250925,Hard,Cristina Bucsa,Donna Vekic
20250925,Hard,Maya Joint,Victoria Jimenez Kasintseva
20250925,Hard,Lois Boisson,Dalma Galfi
20250925,Hard,Jessica Bouzas Maneiro,Jaqueline Cristian
20250925,Hard,Emiliana Arango,Suzan Lamens
20250925,Hard,Yuan Yue,Yulia Putintseva
20250926,Hard,Leylah Fernandez,Maria Sakkari
20250926,Hard,Coco Gauff,Kamilla Rakhimova
20250926,Hard,Sofia Kenin,Polina Kudermetova
20250926,Hard,Eva Lys,Iva Jovic
20250926,Hard,Marie Bouzkova,Magda Linette
20250926,Hard,Elena Rybakina,Catherine McNally
20250926,Hard,Veronika Kudermetova,Anna Bondar
20250926,Hard,Paula Badosa,Antonia Ruzic
20250926,Hard,Jasmine Paolini,Anastasija Sevastova
20250926,Hard,McCartney Kessler,Elise Mertens
20250926,Hard,Barbora Krejcikova,Ekaterina Alexandrova
20250926,Hard,Amanda Anisimova,Katie Boulter
20250926,Hard,Priscilla Hon,Jelena Ostapenko
20250926,Hard,Zhang Shuai,Wang Xinyu
20250926,Hard,Karolina Muchova,Sorana Cirstea
20250926,Hard,Belinda Bencic,Katie Volynets
20250927,Hard,Anastasia Potapova,Victoria Mboko
20250927,Hard,Mirra Andreeva,Zhu Lin
20250927,Hard,Jessica Bouzas Maneiro,Dayana Yastremska
20250927,Hard,Camila Osorio,Anna Kalinskaya
20250927,Hard,Emma Navarro,Elena-Gabriela Ruse
20250927,Hard,Iga Swiatek,Yuan Yue
20250927,Hard,Lois Boisson,Liudmila Samsonova
20250927,Hard,Zeynep Sonmez,Clara Tauson
20250927,Hard,Maya Joint,Diana Shnaider
20250927,Hard,Marta Kostyuk,Ella Seidel
20250927,Hard,Jessica Pegula,Ajla Tomljanovic
20250927,Hard,Linda Noskova,Wang Xiyu
20250927,Hard,Aliaksandra Sasnovich,Naomi Osaka
